topic_id,n_documents,ols_slope,ols_ci_low,ols_ci_high,ols_p,p_quadratic,nb_log_irr,nb_irr_per_year,nb_ci_low,nb_ci_high,nb_p,nb_alpha_hat,ols_q,nb_q,p_quad_q,ols_class,nb_class,clinical_label,trend_class
41,40,0.03222220081310752,0.007728535159889496,0.05671586646632554,0.012640319884922516,0.34905663055162894,0.11092127793100798,1.1173069466777585,1.0273685753744601,1.215118744156022,0.009581808431724525,0.26304565272200714,0.02141115409078712,0.017673113329625234,0.617923565317666,Increasing,Increasing,Online Research Quality and Surgical Training Surveys,Emerging
42,40,0.003957560876487533,-0.024229631356514354,0.03214475310948942,0.7720460602966911,0.509005515594473,0.010629535643333778,1.0106862298569894,0.9423519335484917,1.0839757619810428,0.7660115357559942,0.30130043410670465,0.8322054935665631,0.7849254008363892,0.670594568164147,Stable,Stable,Lower Extremity Deformity and Ligament Reconstruction,Stable
43,41,0.03441622070816787,0.008477178418805468,0.06035526299753027,0.01200869920079126,0.7193854183365951,0.10640232181111058,1.1122692766909108,1.0217630808508669,1.2107923715939106,0.014004501310205005,0.3430855016146428,0.020808010505320305,0.02473135337759607,0.7754414249602258,Increasing,Increasing,National Joint Replacement Registry Studies,Emerging
44,42,0.019071143597844183,-0.0035735706824522075,0.04171585787814057,0.09402589984716073,0.009573387311824222,0.02633604039837122,1.0266858984499496,0.9704291383393683,1.0862039199273887,0.35968176669052343,1e-06,0.12793688011990723,0.40895324157963625,0.07009989775907126,Stable,Stable,30-Day Readmission and Postoperative Complications,Stable
45,36,0.04453559909492633,0.03296564356920359,0.056105554620649076,1.509196901431134e-07,0.0009326985580950219,0.1997368462139622,1.2210813836873922,1.11716327030009,1.3346659214703651,1.07564876443493e-05,1e-06,2.5052668563756824e-06,4.46394237240496e-05,0.03870699016094341,Increasing,Increasing,Direct Anterior Approach Total Hip Arthroplasty,Emerging
46,38,0.03610502032431158,0.01678956947018604,0.05542047117843712,0.0009360446230079434,0.45205867684639434,0.12273930096493735,1.1305896388965486,1.0427448338612968,1.2258348256178035,0.002937182472806346,0.1385346984290656,0.0025227167731297585,0.006415424874813861,0.6469115547974263,Increasing,Increasing,Radiographic Implant Survival and Loosening Assessment,Emerging
47,41,0.030227785269596914,0.011434751753505577,0.04902081878568825,0.0032405273689134007,0.3175977965345073,0.07803133932689607,1.0811565408574177,1.015495249249199,1.1510634507674915,0.014647971514981177,1e-06,0.007066499515320365,0.025328784077988286,0.6130376072642816,Increasing,Increasing,Ambulatory Surgery Center and Outpatient TJA,Emerging
48,40,0.03914986292097401,0.01924456650239762,0.059055159339550405,0.000587104873101788,0.6571681070976468,0.1299601838114811,1.1387830404217174,1.048853628342183,1.2364230604816557,0.0019588601202341197,0.17769904177350507,0.0017403465881231574,0.004645296856555198,0.7577385738910924,Increasing,Increasing,Risk Assessment and Discharge Disposition Models,Emerging
49,39,-0.06403126625794726,-0.08681672786008136,-0.041245804655813165,1.1550686610707995e-05,0.010134924977215121,-0.1331983013526103,0.8752915034088488,0.8276342446720638,0.9256929868136267,3.115578812744978e-06,1e-06,7.989224905739697e-05,1.5931423671447277e-05,0.07009989775907126,Decreasing,Decreasing,Polyethylene Wear and Osteolysis,Cold
50,38,-0.10685484060654807,-0.1578437556653224,-0.05586592554777373,0.00031750021544890104,0.025895371048222465,-0.2419897911491585,0.785064192114158,0.7265147123228113,0.8483321470109533,9.395539542306565e-10,0.12181141909606905,0.0011457616470547298,8.664775355682721e-09,0.12399780246701633,Decreasing,Decreasing,Minimally Invasive Surgical Approaches in TJA,Cold
51,38,0.00047398202356417065,-0.026407088163739594,0.027355052210867932,0.9709454560102899,0.005498380794898812,-0.028427158332599796,0.9719730917082672,0.917911396631304,1.029218827080754,0.3302573262083994,0.03328146602343112,0.986878281336086,0.38071330660134933,0.05070728955295571,Stable,Stable,Soft Tissue Balancing and Ligament Release in TKA,Stable
52,37,0.01824210098096654,-0.0005629635192486368,0.03704716548118172,0.056555255530123597,0.14684542771136228,0.0344367555492503,1.035036565986948,0.973966297232081,1.0999361024858745,0.2670714488121486,1e-06,0.08534702198182288,0.32598426840306377,0.3861275802434243,Stable,Stable,Operating Room Air Contamination and Infection Prevention,Stable
53,36,0.026711928445030234,0.010205267765841804,0.043218589124218665,0.003093824930175356,0.8919671346877094,0.0795976168523009,1.082851258901739,1.0125950470333878,1.1579820110125607,0.020036429839857497,1e-06,0.006940201870393366,0.032608307386434755,0.9254159022384985,Increasing,Increasing,Spinopelvic Parameters and Cup Positioning in THA,Emerging
54,36,0.027714377699496705,0.00946817884850118,0.04596057655049223,0.004939962168752976,0.9592206117168238,0.08497162529596056,1.0886861751121204,1.0157985509513154,1.1668037789286665,0.016247292323077762,0.02293504317293146,0.009762306190630881,0.027520923730927637,0.9709184240548339,Increasing,Increasing,Morbid Obesity and Joint Arthroplasty Complications,Stable
55,36,0.03059925741779755,0.016940793161529518,0.04425772167406558,0.00015983031922327747,0.3933130600688711,0.09408798123691955,1.098656402814384,1.0252224282390492,1.1773502590245688,0.007682748142554243,1e-06,0.0006632958247766015,0.014829490600744236,0.617923565317666,Increasing,Increasing,Cementless Stem Subsidence and Early Fixation,Emerging
56,31,0.010248383001375256,-0.0043808677447507265,0.024877633747501238,0.1589364112873286,0.38832407396326174,0.04001618435056501,1.0408276191751418,0.973317558845011,1.113020229618913,0.2421880331627465,1e-06,0.19987457783103446,0.30456979928042366,0.617923565317666,Stable,Stable,Tibial Mechanical Axis and Varus-Valgus Alignment,Stable
57,34,-0.05891371018059734,-0.09180666548088794,-0.026020754880306737,0.0013598179277506956,0.41352373590982183,-0.1565844255217297,0.8550593258258415,0.8002454588382536,0.9136277408473477,3.616499658058281e-06,0.08942415834427873,0.0033195555295090513,1.6676081756602072e-05,0.6263129335985067,Decreasing,Decreasing,Ceramic Components and Periprosthetic Osteolysis,Cold
58,33,0.014712074839085286,-0.010843115047919214,0.04026726472608978,0.24301695378249108,0.42257258170501655,0.04444075272587488,1.0454430352254513,0.9617602773330464,1.1364070295481004,0.2964825317764901,0.434027193939233,0.28176931448983683,0.35154357339212394,0.6263129335985067,Stable,Stable,Patient Satisfaction After Joint Arthroplasty,Stable
59,32,-0.07067282071695977,-0.0914534891122629,-0.04989215232165663,9.075586116344584e-07,0.3500281591328739,-0.20828743606511008,0.8119736126661036,0.7571593187466696,0.8707561689360024,5.1959147683898305e-09,1e-06,1.0761052109380007e-05,4.3126092577635595e-08,0.617923565317666,Decreasing,Decreasing,Extended Trochanteric Osteotomy and Periprosthetic Fracture,Cold
60,25,0.03800057390997434,0.017377137731744485,0.0586240100882042,0.001063154635861342,0.0031063487653270067,0.3625392523920817,1.4369736245312512,1.2156765112086543,1.6985548199376788,2.1491406320236766e-05,0.06111792750217907,0.0026739949932270118,7.755594454694137e-05,0.03909039791838364,Increasing,Increasing,Bariatric Surgery Prior to Joint Arthroplasty,Emerging
61,30,0.04345614256230234,0.020347826627300027,0.06656445849730465,0.0008867703382325184,0.002236359874893181,0.3263723957219501,1.3859313877049162,1.2106342356898794,1.5866111785043848,2.241141743523431e-06,0.01633322890970852,0.0025227167731297585,1.2400984314162985e-05,0.03909039791838364,Increasing,Increasing,Clinical Trial Quality and Fragility Index in Arthroplasty,Emerging
62,31,0.01833363659788719,0.00030221575559918196,0.0363650574401752,0.04663776738110631,0.026891089691642098,0.052804349440163115,1.0542233655489943,0.973911122406139,1.141158447522052,0.19151937281095155,0.22655613010399878,0.07168397578947822,0.25638883779530613,0.12399780246701633,Stable,Stable,Same-Day Discharge Protocols in Joint Arthroplasty,Stable
63,23,0.01188957378976101,-0.003854850107758951,0.027633997687280972,0.1304804918250473,0.11967259357950748,0.04186211905692925,1.0427506933893682,0.9621497638429206,1.130103700510313,0.30777550643718143,0.053244709686456504,0.17190287018220518,0.35979390189135296,0.35474375953925436,Stable,Stable,Knee Flexion and Range of Motion After TKA,Emerging
64,25,0.02597424162830613,0.00777189993087405,0.04417658332573821,0.007581833508152697,0.9739306123917895,0.13689750751787363,1.146710613280226,1.0358743924863727,1.2694060594096699,0.008301697849348283,0.1836391426820684,0.01368026480818856,0.015660020943088805,0.9739306123917895,Increasing,Increasing,Relative Value Units and Surgical Work in TJA,Emerging
65,23,0.01627007901668278,0.0035447257981918914,0.028995432235173667,0.014940727365572986,0.4847149657777332,0.09468450135963989,1.0993119689763824,1.008056255309637,1.1988287347748554,0.03223866593401844,1e-06,0.02476512015313448,0.05048696740610435,0.6685512843933434,Increasing,Stable,Medicare Reimbursement and Bundled Payments (Cms),Emerging
66,25,-0.003513021583629236,-0.03035762628945655,0.023331583122198078,0.7871141402735246,0.0063145197349785765,-0.05888920767532063,0.9428112196175935,0.8473197733585367,1.0490643837019085,0.2797679591355483,1.2915916048840506,0.8375701749064428,0.33653247258334074,0.05241051380032218,Stable,Stable,Blood Loss and Transfusion Management,Stable
67,24,0.011120484871286881,-0.008990670949187209,0.031231640691760973,0.26147667293521004,0.16972476964948605,0.03545322215303705,1.0360891809733315,0.9517855288433298,1.1278599625637835,0.4129241698199938,0.23690095011050705,0.29729539525510185,0.46314467696026335,0.39130988558075946,Stable,Stable,Cardiac Complications and Medical Comorbidities After TJA,Stable
68,23,0.023390196445397176,0.011534572879811935,0.03524582001098242,0.0005702019112786386,0.17799014312527192,0.15507061067823671,1.16774041313667,1.05691819484404,1.2901827966674537,0.002303186366248686,1e-06,0.0017403465881231574,0.00531012412218447,0.39927518592966404,Increasing,Increasing,Arthroplasty Volume Trends and Future Projections,Emerging
69,23,-0.014758442172623547,-0.040473768687578404,0.01095688434233131,0.24442639329238858,0.30082408892464985,-0.07536601287866121,0.9274039823996579,0.856955131208681,1.0036443160771547,0.06152294903426181,0.24646340875360173,0.28176931448983683,0.09118579946149519,0.5944856995415699,Stable,Stable,Neurovascular Anatomy and Complication Avoidance,Stable
70,22,0.017221830720359356,-0.0016426294696295154,0.03608629091034823,0.0712420998277285,0.30015795006018664,0.07489583539086818,1.077771879350827,0.9765096798904302,1.1895347766032904,0.13681114873006922,0.3616183531841125,0.1037384962403766,0.19578147145854732,0.5944856995415699,Stable,Stable,Femoral Stem Survival and Aseptic Loosening,Stable
71,18,0.007441088085979624,-0.008560111000802124,0.023442287172761374,0.3426211527406322,0.11151225580028488,0.029739761071486178,1.030186404460098,0.9318335593272817,1.1389201615582474,0.5613019752222677,0.4137296008544069,0.3842912929388172,0.5972828710698489,0.3427969344971721,Stable,Stable,Vancomycin Prophylaxis and Acute Kidney Injury Risk,Stable
72,21,0.029858107982830975,0.011083982555919233,0.048632233409742716,0.0035293424186146434,0.14583166675232903,0.2936181175825742,1.341271597812701,1.1194049192841253,1.6071123756089327,0.0014595811799686831,0.4616740975942328,0.007323385518625385,0.0036710678162848696,0.3861275802434243,Increasing,Increasing,Deep Learning and Computer Vision in Arthroplasty,Emerging
73,22,0.010536421448298255,-0.005474087860479553,0.026546930757076065,0.18439738535583466,0.4180131984193661,0.05970020921743977,1.0615182654473732,0.9726356592427483,1.158523252947248,0.180868071601629,0.10908115405457611,0.22507327918432762,0.2460991793923804,0.6263129335985067,Stable,Stable,Authorship Trends and Publication Patterns in Arthroplasty,Stable
74,22,0.02303073396893497,0.01166341261150208,0.03439805532636786,0.00044242858506713414,0.6222396926605473,0.13162125354445428,1.1406762103709407,1.035864707234214,1.2560928158082487,0.007439731402052669,1e-06,0.0014688629024228851,0.014702326342151703,0.7377984927260776,Increasing,Increasing,Postoperative Rehabilitation and Physical Therapy,Emerging
75,20,-0.00020175581123426924,-0.016307431701166785,0.015903920078698248,0.9793558392664392,0.0240045787384811,-0.02724270713222885,0.9731250284752391,0.9012398487706702,1.0507439527187417,0.4865684959162766,1e-06,0.986878281336086,0.5313840152769863,0.12399780246701633,Stable,Stable,Lower Extremity Alignment and Deformity Correction,Stable
76,21,0.008788315723092927,-0.004881627512180908,0.022458258958366763,0.19427364811829262,0.466101802463311,0.05220111371232954,1.0535876121236474,0.96942990492955,1.1450511798489216,0.2190707278130859,1e-06,0.23369148976548243,0.28410735013259575,0.6557025356687257,Stable,Stable,Blood Loss and Transfusion Management (Hgb),Stable
77,19,0.020758837469166246,0.006581017052151524,0.03493665788618097,0.006379152227388069,0.0945025631324929,0.17240203469951487,1.1881554169108788,1.0596628356735436,1.3322287497582666,0.0031535087146133435,1e-06,0.012313247322632784,0.00671131341827968,0.3016812592306504,Increasing,Increasing,Bilateral Total Knee Arthroplasty and Simultaneous Staging,Emerging
78,19,0.012940146370230676,-0.00400987418017297,0.02989016692063432,0.1265682998904879,0.15549156672439177,0.08779299758472975,1.0917621012437224,0.9668980142269197,1.2327509914943031,0.15655751646215982,0.8247885677918307,0.16943820791791123,0.22024192993829264,0.3861275802434243,Stable,Stable,Preoperative Opioid Use and Outcomes,Stable
79,20,0.019215025701084354,0.005928577941673159,0.03250147346049555,0.006934785891885322,0.6573153893995018,0.10798570712414328,1.1140318225541361,1.007107625115621,1.2323081175369013,0.03594619246635652,0.11085448529803331,0.01308152793242004,0.054246072267410746,0.7577385738910924,Increasing,Stable,KOOS Outcomes After Simultaneous Bilateral TKA,Emerging
80,21,0.02607988457211713,0.007832188377620435,0.04432758076661382,0.0075035048587811445,0.7103294596156604,0.21740721653296421,1.242850108215813,1.0738288790442163,1.438475367571535,0.003556446386758282,0.44223879326582866,0.01368026480818856,0.0073796262525234356,0.7754414249602258,Increasing,Increasing,"Opioid Use, Prescription Patterns, and Stewardship (Efficacy Safety)",Emerging
81,20,-0.05215488997453716,-0.08342884826163838,-0.02088093168743594,0.0024475955419733376,0.2325541732008063,-0.2418721486021622,0.7851565544980404,0.7043955602526409,0.8751770309996401,1.2568262517258417e-05,0.2954850832744536,0.005643067499549639,4.967456137773565e-05,0.5079472730438664,Decreasing,Decreasing,Knee Society Score and Clinical Outcome Reporting,Cold
82,19,0.02400862366900321,0.010371641377360971,0.03764560596064545,0.001573035009142177,0.05403254452322936,0.2138765069825917,1.2384697029888159,1.090997795333563,1.4058756230137546,0.0009452376203564311,1e-06,0.0037303401645371625,0.002530797499663993,0.203850054337638,Increasing,Increasing,Bibliometric Analysis of Joint Arthroplasty Literature,Emerging
